String ID,Dev Notes / Context,Character Limit,Text
Adrenaline Rush,Hunter Skill Name,24,腎上腺素
When your health drops below 20% you will gain a 25% increase in movement speed for 5 seconds. This has a cooldown of 30 seconds,Hunter Skill Description,256,在生命值降至40% 以下後的 5 秒內，移動速度 +25%，冷卻時間 30秒
Immortal,Hunter Skill Name,24,不死之身
"Once per raid, when something should have killed you, instead you survive with 50hp",Hunter Skill Description,256,在受到致命攻擊時，生命值恢復至 50 ，狩獵期間只能生效一次
Marathon Runner,Hunter Skill Name,24,和平信使
You move 40% faster when not holding a weapon,Hunter Skill Description,256,在未裝備武器時移動速度 +40%
Stylish one p.1,Quest names,64,時髦帥仔
Stylish one p.2,Quest names,64,死纏爛打
"You must know about the guy who hangs around the mall, a very tough guy.\nAnyway, his armour is of incredible quality. If you kill him, I'll give you one in good condition.",Quest descriptions,1024,你肯定已經見過那個在商場閒逛的傢伙了！\n一個猛男，對不對？\n他那身護甲真是讓人印象深刻。你要是能把他擊殺，我就給你件同款。
"Good job on killing him.\nNow I'll leave you with a challenge, kill him 15 times to get a unique perk.",Quest descriptions,1024,幹得不錯，殺手。\n現在有一項新挑戰。單挑他15次，我就給你一件更好的。
Bowel problems,Quest names,64,人有三急
Listen Hunter... Everyone has to go to the bathroom.\nSurvey the Mall and find all the bathrooms.\nIt will be helpful to everyone during a Hunt.,Quest descriptions,1024,聽着，獵人…人總得拉屎的。\n去商場檢查各處洗手間的狀況。\n這會在狩獵期間方便所有人。
Find the first bathroom in the mall.,Quest objectives,64,尋找商場的第一個洗手間
Find the second bathroom in the mall.,Quest objectives,64,尋找商場的第二個洗手間
Find the third bathroom in the mall.,Quest objectives,64,尋找商場的第三個洗手間
Find the fourth bathroom in the mall.,Quest objectives,64,尋找商場的第四個洗手間
Underground Extraction,Quest names,64,地下撤離
"Hey Hunter!\nThere should be an extraction point in the underground of the mall.\nFrom what the maps show it is located in the north east area of the underground. Try to find it, you might find it useful.",Quest descriptions,1024,嘿，獵人！\n聽說商場地下有個祕密撤離點。\n它應該位於車庫的東北角。去找找，說不定會派上用場。
Find the underground extraction in the mall.,Quest objectives,64,尋找商場的地下撤離點
I should be in the right place...,NPC text,64,我應該是來對地方了…
"I need a key to get in, though...",NPC text,64,不過需要鑰匙才能進去。
Power grid documents,Quest names,64,電網檔案
"There is a bridge blocking the road to the town of Zakov.\nFrom what some of the Hunters have reported, it appears to still be in good condition.\nTo lower the bridge we will have to use the power grid from the mall. Part of the grid is not working and needs to be repaired, however, we do not know which one.\nIn the north area of the mall underground, where the back entrance is, there should be some documents that show the state of the power grid.\nIf you can get your hands on those documents we will know what we need to do.\nGood luck Hunter!",Quest descriptions,1024,通往扎科夫的必經之路被一座橋攔着。\n根據其他獵人的報告，那座橋的狀況還不錯。\n要放下這座橋，就必須使用商場的電力，但部分電網出了故障。\n在商場地下北部區域，靠近後門的地方，應該有電網的相關檔案。\n如果能拿到這些檔案，我們就知道該怎麼做了。\n祝你好運，獵人！
Exploring Zakov,Quest names,64,探索扎科夫
"Ha! Great job Hunter!\nThe train can now get to the city.\nFirst do a general survey, see what the city looks like.",Quest descriptions,1024,哈！幹得好，獵人！\n列車現在可以直達城市了。\n我需要你去摸一摸情況。
The guide,,,
"Hey Hunter!\nI have a new challenge for you, survive all the maps.\nRest assured, you will be amply rewarded.",Quest descriptions,1024,嘿，獵人！\n我需要你對各地區的撤離點做一遍檢查。\n這活不輕鬆，不過放心，報酬絕對讓你滿意。
Fire station documents,Quest names,64,消防局檔案
Police station documents,Quest names,64,警局檔案
Need for gasoline,Quest names,64,急需汽油
"Good job soldier!\nNow we must find as many supplies for our vehicles as possible. There should be a gas station in the town.\nFind it, it will help your comrades.",Quest descriptions,1024,幹得好，士兵！\n我們的車輛正渴望着寶貴的汽油。\n找到扎科夫加油站，同志們對此感激不盡！
Find the gas station in Zakov.,Quest objectives,64,尋找扎科夫加油站
Health emergency,Quest names,64,醫療用品告急
Zakov outpost,Quest names,64,扎科夫前哨站
Hey soldier!\nNow that we can accere to Zakov it is time to establish a camp there. There should be a construction zone in the southeast part of town. Find the site and place a GPS marker in the center of the site.\nYour comrades will then take care of building the encampment.\nNow go!,Quest descriptions,1024,嘿，士兵！\n我們終於打通了進入扎科夫的路，是時候在那裏建立營地了。城市東南有片工地，在中央放置一個 GPS 定位器，之後你就不用操心了。\n去吧！
Hey Hunter!\nNow that we can accere to Zakov it is time to establish a camp there.\nThere should be a construction zone in the southeast part of town. Find the site and place a GPS marker in the center of the site.\nMy men will then take care of building the encampment.\nGood luck Hunter!,Quest descriptions,1024,嘿，獵人！\n我們終於打通了進入扎科夫的路，是時候在那裏建立營地了。城市東南有片工地，在中央放置一個 GPS 定位器，之後你就不用操心了。\n祝你好運，獵人！
Repair the power grid in the mall.,Quest objectives,64,修復商場電網
The bridge to Zakov,Quest names,64,通往扎科夫的橋
"Mmm...\nIt seems that the power grid is not working because there is a malfunctioning pylon.\nThe good news is that it can be accessed directly in the northern part of the mall. The bad is that that area is fenced off and is full of radiation and anomalies.\nYou will have to look for an underground passage Hunter, hopefully the Ghouls have already dug one. I am sure it is in the northeast area of the mall.\nGo there and look for the tunnel entrance, make your way through the Ghouls and come out the other side.\nOnce you get there you will have to repair the malfunctioning pylon, I will give you the repair kit.\nOh, last thing Hunter... Bring some anti-radiation pills or equip a good suit to protect you from radiation, you will need them.\nGood luck Hunter!",Quest descriptions,1024,嗯……\n看來電網停擺是因爲有座輸電塔出了故障。\n好消息是可以從商場北側直接過去，壞消息是那片區域被封鎖了，而且充斥着輻射與異常現象。\n獵人，你得去找條地下通道。希望食屍鬼已經挖通了一條，入口肯定就在商場東北部。\n去那找找隧道，從食屍鬼羣中殺出一條血路穿過去。\n到達後把故障輸電塔修好，修理套件會提前給你。\n最後囑咐一句，帶上抗輻射藥片或者穿身好點的防護服，防輻射肯定用得上。\n祝你好運，獵人！
The Psy Helmet p.1,Quest names,64,尋找醫生
Laboratory elevator key,Keys,64,實驗室電梯鑰匙
Key used to access the elevator of the laboratory,Keys,96,用於進入實驗室電梯的鑰匙
"Want to learn more about the crystal, Hunter? For now you are a mere human and can do nothing against it.\nI will give you my Psy Helmet, it has served me well in the past. To work, however, it needs some adjustment with the same technology that the Crimson Corporation used to carry out studies in Zakov.\nIn the lab in the makeshift camp there is an elevator that will take you to where they used to carry out experiments.\nTo access it, however, you need the key card. From what I know, right after everything went to hell, the Crimson Corporation blocked the elevator. I dare not imagine the fear and horrors they suffered in their last moments of life.\nOnly one of them managed to escape, Dr. Frolov. I highly doubt that he returned with the Crimson Corporation, too afraid of the consequences.\nI don't think he went far; he must be holed up somewhere in the industrial zone.\nI know the pricipal Oil Factory facility in the industrial zone has some very secure locked rooms, I would start looking for him there....",Quest descriptions,1024,紫色水晶？不，獵人，現在你只是一個普通人，對付不了它。\n我想你需要我的靈能頭盔。它很管用，不過那是以前了，現在我們必須利用深紅公司在扎科夫的研究成果對它進行一些升級。\n臨時營地的實驗室裏有一部電梯，通往他們曾經的祕密實驗基地，但你需要門禁卡才能進去。\n災難發生時，深紅公司封鎖了電梯。無法想象裏面的人在最後一刻有多麼恐懼。\n據我所知只有弗羅洛夫醫生從基地裏逃了出來。他算是脫離了深紅公司，不過肯定逃不遠，很可能躲在工業區的某個地方。\n石油工廠裏有一些上鎖的房間，我建議從那裏開始搜查…
Violet crystal,Barter,72,紫水晶
Psy Helmet,Item names or description,64,靈能頭盔
The Psy Helmet p.2,Quest names,64,靈能頭盔
"So Frolov is dead.\nI'm not surprised; he didn't have the skills to survive out there.\nNow that you have the key you can go to the lab in the makeshift camp and take the elevator.\nThey were conducting experiments with radiation there, try to find the machine they used to study it and retrieve one of its electrical circuits.\nWith that I can modify my Psy Helmet for you.",Quest descriptions,1024,所以弗羅洛夫已經死了？\n說實話，這也算意料之中。\n他不懂扎科夫的生存法則。\n現在你有了門禁卡，可以去臨時營地的實驗室乘坐電梯了。\n找到他們的研究機器，取回裏面的電路板。
Take Elevator,Interactions,64,乘坐電梯
"The time has come, Hunter...\nTake your helmet with you and go to the swamp.\nFace the crystal... Face the outer deity....\nIf you survive, maybe we can put an end to this.",Quest descriptions,1024,是時候了，獵人…\n帶上你的頭盔前往沼澤，面對水晶和外神…\n希望我們走運，讓這一切結束吧。
Face the Crystal in the swamp,Quest objectives,64,揭開水晶之謎
Outer Deity,Quest names,64,外神
Revelations,Quest names,64,啓示錄
"You are still alive... This is very... curious...\nIt must mean that ... um, I'm not sure yet....\nAt this point I would say we can proceed. Be patient Hunter, soon all your questions will be answered.\nSomething must have happened just before the explosion at the nuclear plant, something that set all these events in motion.\nI knew a person at the plant, he worked closely with the crystal that was there. He was a smart person and he asked a lot of moral questions about how the studies were supposed to proceed and what the consequences were.\nIf I knew him well, I'm sure he was able to escape before the explosion and take some documents with him.\nTry looking for the documents in the offices located northwest of the city.\nAlso search his house, it is located on the second floor of the large apartment block, the ones that divide the central area and the old communist urban area.",Quest descriptions,1024,你還活着…難以置信！這意味着…不，還不能確定…\n耐心，獵人，只要我們不停下腳步，所有問題終歸會有答案。\n在覈電站爆炸前肯定發生了什麼事，最終引發了這一切。\n我認識一個專程來核電廠近距離研究水晶的人，一個頭腦清醒的傢伙，關心道德層面的問題，比如研究應該如何進行、可能帶來什麼後果...\n如果我對他的瞭解足夠，我敢肯定他會在爆炸前逃走，手裏還帶着我們想要的東西。\n去城市西北搜查他的辦公室。\n還有他家，中心區和舊共產主義城區交界處那棟公寓的二樓，也不能落下。
The Headquarter,Quest names,64,總部
Machinery,Quest names,64,機器
Find the entrance of the Watcher Headquarter.,Quest objectives,64,尋找觀察者總部的入口
Here's the entrance...,NPC text,64,入口在這裡…
I don't think it's a good idea to try to enter...,NPC text,64,就這麼進去可不是個好主意...
Let's see if the Barman know another way.,NPC text,64,找酒保問問還有沒有別的路吧。
Turn off the first machinery.,Quest objectives,64,關閉第一臺機器
Turn off the second machinery.,Quest objectives,64,關閉第二臺機器
Turn off the third machinery.,Quest objectives,64,關閉第三臺機器
Turn off the fourth machinery.,Quest objectives,64,關閉第四臺機器
Turn off the fifth machinery.,Quest objectives,64,關閉第五臺機器
Turn off the sixth machinery.,Quest objectives,64,關閉第六臺機器
"Hey Hunter!\nYou've probably noticed the new faction that has invaded the maps, we call them the Watchers.\nThey seem to be closely connected with the events at the nuclear power plant. They have their main base in the city, in the northern area, just past the big plaza.\nGo there and see if you can get in, just do a scouting for now, then we'll think of a plan of action.",Quest descriptions,1024,嘿，獵人！\n你應該早就跟他們打過交道了，那些暫且稱之爲觀察者的傢伙。他們似乎與核電廠事件密切相關！\n他們的總部基地位於城市北部，鄰近大型廣場。\n先去偵察一下，然後我們再製定具體的行動計劃。
"So the entrance is blocked huh?\nYou have to find a way to turn off that strange machinery.\nAfter the explosion at the nuclear power plant and before evacuating the city, the Green Army set up a first aid camp in the school.\nMany people died from radiation in there.... It's not going to be a pretty sight.\nGo to the school and search through the dead bodies, try to see if you can find any documents that can tell us more about that machinery blocking the entrance to the base.",Quest descriptions,1024,入口被堵住了？\n該死，我們必須想辦法關掉那些奇怪的機器！\n核電廠爆炸後，綠軍無法疏散所有人員，所以在學校設立了一個難民營。\n那裏有很多人死於輻射，死狀尤爲慘烈...\n去學校搜查每一具屍體。目前只能寄希望於那裏遺留了能幫我們關閉機器的信息了...
"Good job Hunter!\nFrom the documents it looks like the machinery may be turned off.\nThe bad news is that the switches are in the Watchers base subterranean areas, there is no way to get to them from the inside.\nGo into the city park and find a back entrance, I'm sure the Ghouls have dug tunnels down there, just like the mall power grid pylons.\nGo in through the tunnels and get to the underground area, there are six switches to turn off.\nGood luck Hunter!",Quest descriptions,1024,幹得漂亮，獵人！\n根據檔案，這些機器的開關位於觀察者基地的地下，所以我們得換條思路。\n去城市公園找找有沒有聰明的食屍鬼挖了隧道，就像商場的電塔那次一樣。\n六個開關，一個也不能落下。\n祝你好運，獵人！
What next?,"User Interface, interaction with NPC",64,下一步是什麼？
"The railway to get to the nuclear power plant is unusable for tens of kilometres, not to mention the extremely high level of radiation.\nGo to the Watchers' Headquarters and find out if there is an alternative route.\nIf you manage to get to the nuclear plant, well.... I wouldn't know what else to tell you except good luck, Hunter!","User Interface, interaction with NPC",1024,核電廠周邊數十公里的鐵路都癱瘓了，更不用提那可怕的輻射！\n去觀察者總部找找有沒有別的路線。\n萬一你能到達核電廠，那...只能祝你真的好運了，獵人！
What's in the documents?,"User Interface, interaction with NPC",64,檔案寫了什麼？
"Subject number 23. Male, age 32.",NPC text,64,實驗對象編號23，男性，32歲。
Death occurred in three days.,NPC text,64,三天後死亡。
No mutation.,NPC text,64,未產生變異。
"Subject number 53. Female, age 21.",NPC text,64,實驗對象編號53，女性，21歲。
Death occurred in five days.,NPC text,64,五天後死亡。
Slight mutation.,NPC text,64,輕度變異。
"From tests conducted so far,",NPC text,64,根據目前的測試結果，
it appears the mutation on humans is random.,NPC text,64,人類的變異似乎是隨機的。
"Subject number 102. Male, age 55.",NPC text,64,實驗對象編號102，男性，55歲。
Mutation completed in 7 days.,NPC text,64,七天後變異結束。
Crystal radiation is confirmed to mutate humans.,NPC text,64,已證實水晶輻射會導致人類變異。
"Subject number 153. Male, age 43.",NPC text,64,實驗對象編號153，男性，43歲。
Mutation completed in 10 days.,NPC text,64,十天後變異結束。
"In subjects who survive at least 8 days,",NPC text,64,對於存活至少8天的實驗對象，
mutation confirmed within 15 days.,NPC text,64,已證實變異會在15天內結束。
Military bandage,Medication Items,32,軍用繃帶
Modules Tier 2+,Modules description,64,2+ 級模組
Energy restore rate +50%\nHunger and thirst decrease rate -40%\nRestore wounds rate +50%\nRestore HP rate +50%\nRestore radiation rate +50%,Modules description,256,睡眠時精力/傷口恢復 +50% \n睡眠時飢餓/口渴消耗 -40% \n睡眠時生命值恢復/輻射緩解 +50%
Energy restore rate +100%\nDon't decrease hunger and thirst while sleeping\nRestore wounds rate +100%\nRestore HP rate +300%\nRestore radiation rate +300%,Modules description,256,睡眠時精力/傷口恢復 +100% \n睡眠時免除飢餓/口渴消耗\n睡眠時生命值恢復/輻射緩解 +300%
Gain +15% material when you scrap an item,Modules description,256,分解物品獲得的廢料 +15%
Gain +40% material when you scrap an item,Modules description,256,分解物品獲得的廢料 +40%
A small gym where you can work out.\nGrants physical benefits.,Modules description,64,鍛鍊身體的小型健身房。\n提供體能加成。
Stamina +10\n+3kg max carried weight\nFatigue decrease rate -20%,Modules description,64,最大耐力 +10\n +3KG 負重上限\n精力消耗 -20%
Stamina +20\n+6kg max carried weight\nFatigue decrease rate -50%,Modules description,64,最大耐力 +20\n +6KG 負重上限\n精力消耗 -50%
Weapon damage +3%\nWeapon mastery exp +10%,Modules description,64,武器傷害 +5% \n武器技能經驗值 +10%
Weapon damage +5%\nWeapon mastery exp +20%,Modules description,64,武器傷害 +10% \n武器技能經驗值 +20%
Provide scrap medication and scrap food everyday,Modules description,64,每天產出食物廢料和醫療用品廢料
Provide scrap ammo everyday\nCraft more type of ammunition,Modules description,64,每天產出彈藥廢料\n允許你製作彈藥
You can repair weapons and armor in the craftbench,Modules description,64,允許你修理武器和護甲
Repair an item requires 25% less materials,Modules description,64,修理武器和護甲所需材料 -25%
"As you know, years after the closure of the nuclear power plant, the Crimson Corporation detected a high level of strange radiation coming from underground and reached an agreement with the local government to install a research laboratory.\nUnder the ground, they discovered a cavity containing purple crystals, responsible for this radiation.\nThe research continued for several years, leading to discoveries that enabled significant advances in the pharmaceutical and biological sectors, turning the company into the largest multinational in the world.\nSo far, it would all seem legitimate, but the documents show that the Crimson Corporation had numerous contracts with world governments for the development of prototype weapons.\nI believe it is from these contracts that the company made its fortune.\nMoreover, the long-term effects of the drugs derived from these discoveries on the population are still unclear.\nIndeed, the Crimson Corporation has never been transparent about its research, but their products are so innovative that no one, among those who matter, has ever asked too many questions about their origin and effects.\n\nA few hours before the explosion at the nuclear power plant, a strange anomaly appeared in the crystals being studied, triggering general panic.\nIt seems that the commander-in-chief of the plant insisted on interacting with the anomaly, and that is when Frolov escaped, taking the documents with him.\nThe Crimson Corporation's instruments were all down and incessantly repeated the same sequence of numbers:\n\n0 1 0 1 0 0 1 1\n0 1 1 1 0 1 0 0\n0 1 1 0 0 0 0 1\n0 1 1 0 1 1 0 0\n0 1 1 0 1 0 1 1\n0 1 1 0 0 1 0 1\n0 1 1 1 0 0 1 0\n\nIt is unclear from the documents what actually triggered the explosion, but one possible cause is the forced interaction with the anomaly, rather than taking the time to work out an operational plan.\nGetting back to us, the only way to reach the anomaly is through the Watcher's HQ in Zakov, from where an underground line leads to the nuclear power plant.\nOnce you reach the anomaly, don't be fooled by what it will tell you....\nDecipher the code and input the result... And this will all be over.\nI can't tell you any more, Hunter, now it's your turn.","User Interface, interaction with NPC",4096,舊核電廠關閉多年後，深紅公司在其地下發現了奇怪的高強度輻射。他們與當地政府達成協議，建立了實驗室。\n最終他們找到了一個佈滿紫色水晶的洞穴，那正是輻射的源頭。\n研究持續了數年，層出不窮的重大發現推動了生物和醫學領域的進步，使公司一躍成爲跨國巨頭企業。\n似乎一切都合理合法？然而這份檔案表明，深紅公司與世界各國政府簽訂了多份關於開發原型武器的合同。\n我確信，公司實際上是依靠這些合同才迅速崛起的。\n此外，基於他們研究成果開發的醫療用品對於人羣是否存在長期影響也是一個未知數。\n深紅公司從未對外披露過研究詳情，但他們的產品革新了整個行業，連有頭有臉的大人物都無法因其來源和影響成疑而拒絕。\n\n核電廠爆炸前幾個小時，水晶樣品出現了異常。\n負責人堅持要接觸。弗羅洛夫也是在那時逃出了實驗室。\n公司的儀器全都發生了故障，開始反覆刷屏如下代碼：\n\n0 1 0 1 0 0 1 1\n0 1 1 1 0 1 0 0\n0 1 1 0 0 0 0 1\n0 1 1 0 1 1 0 0\n0 1 1 0 1 0 1 1\n0 1 1 0 0 1 0 1\n0 1 1 1 0 0 1 0\n\n從這份檔案中無法弄清究竟是什麼引發了爆炸，不過強行接觸異常應當算作一個潛在因素。\n說回現在，想揭開異常背後的祕密，只有前往觀察者在扎科夫的總部，那裏有條隧道通向核電廠。\n你大概會看見一些令人瘋狂的景象，我只希望你能保持清醒。\n破譯這些代碼並輸入結果，一切也許就都結束了。\n就說到這裡吧，獵人，此行動了。
My knowledge only allows me to repair armour with a class below 4.,"User Interface, interaction with NPC",256,我只能修理不超過4級的護甲。
Armor class is too high,,64,不適用於目前護甲等級
Armor durability is too high,,64,不適用於目前護甲耐久
Provide scrap material and scrap weapon every day,Modules description,64,每天產出普通廢料和武器廢料
Looting speed,Modules description,64,搜刮速度
Allows cooking basic meals\nHunger and thirst decrease 15% slower\n+50% positive effect of hunger and thirst\n-25% negative effect of hunger and thirst,Modules description,256,解鎖基礎食譜\n飢餓/口渴消耗 -15% \n飽足狀態的正面效果 +50% \n飢渴狀態的負面效果 -25%
Allows cooking all meals\nHunger and thirst decrease 30% slower\n+100% positive effect of hunger and thirst\n-50% negative effect of hunger and thirst,Modules description,256,解鎖所有食譜\n飢餓/口渴消耗 -30% \n飽足狀態的正面效果 +100% \n飢渴狀態的負面效果 -50%
"The doctor would like to examine the effect of radiation on the human body.\nTo do this he needs someone who is willing to absorb a large amount of radiation and report the symptoms to me.\nDon't make that face, Hunter. I'm not asking you to do it but if you want to get paid for a simple job here it is.\nYou need to reach the orange radiation level.",Quest descriptions,1024,醫生想測試輻射對人體的影響。\n志願者需要承受大量輻射並報告身體狀況。\n別跟我甩臉子，獵人，我也沒強求你這樣做。這對你來說其實不算難事，而且還有報酬。\n醫生預期的輻射程度是橙色。
Reach orange level of radiation,Quest objectives,64,輻射的嚴重程度達到橙色
Armor class doesn't match with the repair kit,,64,修理套件不適用於目前護甲等級
Crosshairs and Range,User Interface,32,準星和有效射程
Enemies and Armor,User Interface,32,敵人和護甲
"Full hit, blocked by armor, no damage.","User Interface, Tutorial",128,有效命中，被護甲阻擋，鈍傷
Navigate,"User Interface, The action the player takes when moving the map.",32,引導
"Full hit, penetrated armor, full damage.","User Interface, Tutorial",128,有效命中，穿透護甲，全額傷害
"Glancing hit, blocked by armor, no damage.","User Interface, Tutorial",128,跳彈，被護甲阻擋，減半鈍傷
"Glancing hit, penetrated armor, partial damage.","User Interface, Tutorial",128,跳彈，穿透護甲，減半傷害
A full-white cursor means that the hit will be 100% effective.,"User Interface, Tutorial",128,準星完全變白，表明百分之百可有效命中
Not in the ideal range. Can still get a 100% effective hit if the bullet hits their center of mass.,"User Interface, Tutorial",128,不在最佳射程內，即使準星完全鎖定目標，也無法百分之百有效命中
"Beyond max range, will not do any damage.","User Interface, Tutorial",128,超出最大射程，無法造成傷害
Helper Dialogue,Setting name,32,遊戲幫助
Display helper dialogue prompts to help new players,Tooltip that describes Helper Dialogue setting,128,顯示遊戲幫助提示
All that for a Drop of Blood,Achievement Name,64,就為了那一滴血！
You are overencumbered!,Notice to player about weight limit,64,已超重！
Provide scrap material every day,"Base Module Descriptions, alt a",64,每天產出普通廢料
"Provide scrap material, weapon and armor every day","Base Module Descriptions, alt b",64,每天產出普通廢料、武器廢料和護甲廢料
"Provide scrap material, weapon and armor every day\nAllows you to scrap items during hunts but you get 50% fewer items","Base Module Descriptions, alt c",64,每天產出更多普通廢料、武器廢料和護甲廢料\n可在狩獵期間分解物品，獲得的廢料減少 50%
Building kit: forge 3,Upgrade Base Kit,64,建造套件：鍛造台 3
items collected by Igor,Container name,64,伊戈爾收集的雜物
Tooltip,This is short for Display Tooltip. This is used to say this is the action you press to see a tooltip.,32,提示信息
N45O1,Weapons,64,M45A1
APAR,Weapons,64,ADAR
EC 12,Weapons,64,AK-12
EC 15,Weapons,64,AK-15
EC 308,Weapons,64,AK-308
CC12,Weapons,64,AA-12
PMK,Weapons,64,PKM
CC12 5 round magazine,Weapon Mods,64,AA-12 5發彈匣
CC12 10 round magazine,Weapon Mods,64,AA-12 10發彈匣
CC12 drum magazine,Weapon Mods,64,AA-12 彈鼓
APAR wooden stock,Weapon Mods,64,ADAR 木質槍托
APAR modern stock,Weapon Mods,64,ADAR 現代槍托
APAR wooden handguard,Weapon Mods,64,ADAR 木質護木
EC-12 standard stock,Weapon Mods,64,AK-12 標準槍托
"... So be it, Hunter ...",Dialogue,128,...那就這樣吧，獵人...
... I shall leave this reality ...,Dialogue,128,...我該離開這個現實了...
"... Yet across the void, countless worlds still tremble in darkness ...",Dialogue,128,然而縱觀虛空，仍有無數世界在黑暗中顫抖
"... Their light barely flickers, as shadows quietly press in ...",Dialogue,128,...陰影悄悄逼近，它們的光愈見黯淡...
You already have this module installed,,64,你已經安裝此模組了
Soldier,NPC title part (Green Army Soldier for example),64,士兵
Green,NPCs,48,格林
Army,NPC title part (Green Army for example),64,軍
Crimson,NPC title part (Crimson Corporation for example),64,深紅
Kills,Used on stats page as Kills：Weapon_Name,64,擊殺
lead,NPC title part (Lead scientist),64,首席
Crimson Corp.,NPC title part (Crimson Corp. scientist),64,深紅公司
Mythic,Hunter level name,32,神話
Legendary,Hunter level name,32,傳奇
Unlock a total of 1 stash pages,Base Module description,256,解鎖 1 儲藏頁
Unlock a total of 3 stash pages,Base Module description,256,解鎖 3 儲藏頁
Unlock a total of 6 stash pages,Base Module description,256,解鎖 6 儲藏頁
Unlock a total of 9 stash pages,Base Module description,256,解鎖 9 儲藏頁
Unlock a total of 12 stash pages,Base Module description,256,解鎖 12 儲藏頁
Allows you to craft more medication item\n-10% bleeding chance,Base Module description,256,允許你製作更多醫療用品\n -10% 出血機率
Allows you to craft more medication item\n-15% bleeding chance\nHeal 2 HP per minute\nHeal 0.1 radiation per minute,Base Module description,256,允許你製作更多醫療用品\n -15% 出血機率\n每分鐘恢復2生命值\n每分鐘緩解 0.1 輻射
Allows you to craft more medication item\n-30% bleeding chance\nHeal 5 HP per minute\nHeal 0.2 radiation per minute,Base Module description,256,允許你製作更多醫療用品\n -30% 出血機率\n每分鐘恢復5生命值\n每分鐘緩解 0.2 輻射
Zakov police station documents,Documents,32,扎科夫警局檔案
Zakov's police station armory key,Keys,96,扎科夫警局鑰匙
I think the bunker exit is in the south,FTUE text,128,地堡出口可不在這。
Construction area,Player prompt,32,工地
Apartment block,Player prompt,32,公寓樓
Central area,Player prompt,32,中央區
Increase the maximum range for all weapon by this percentage,Gameplay setting tooltip,128,提高武器的最大有效射程
Decrease the minimum range for all weapon by this percentage,Gameplay setting tooltip,128,降低武器的最小有效射程
Building kit: Infirmary 3,Upgrade Base Kit,48,建造套件：醫務室 3
Building kit: ammo 3,Upgrade Base Kit,48,建造套件：彈藥 3
Building kit: ammo 4,Upgrade Base Kit,48,建造套件：彈藥 4
Building kit: storage 3,Upgrade Base Kit,48,建造套件：儲存 3
Building kit: storage 4,Upgrade Base Kit,48,建造套件：儲存 4
Split,Controls tooltip,16,分開
chest,Chest name,24,箱子
Ammo box tier II,Chest name,24,二級彈藥箱
The school,Quest name,48,學校
Documents found in the school,Quest item,48,在學校找到的檔案
Reset,UI button,16,重置
Armor class,Repair kit stats,24,護甲等級
Doctor Egorov,NPCs,32,醫生 - 葉戈羅夫
Strange circuit,Item name,32,奇怪的電路板
"Good job on killing him.\nNow I'll leave you with a challenge, kill him 15 times to get an unique variant of his armor.",Quest descriptions,512,幹得好。\n現在我給你一個挑戰，再殺他 15 次，你將獲得他盔甲的獨特變體。
Savedata is from a legacy version of the game,User Interface,72,存檔數據來自遊戲的較低版本
Comfortable bed that restores you faster.,Base Module description,128,提供良好的睡眠和高效的恢復
Increase weapons max range,Gameplay settings,48,提高武器的最大有效射程
Decrease weapons min range,Gameplay settings,48,降低武器的最小有效射程
Single use key used to open the locked armory in the Zakov's police station,Item description,256,一次性鑰匙，用於打開扎科夫警局上鎖的軍械庫
"This will delete all savedata stored in both your local and cloud storage.\nYou will lose all your items, skills, and quest progress in every save slot.\nAre you sure you want to do this?",Menu popup text,512,刪除存本地和雲存檔。\n你將失去所有物品、技能和任務進度。\n確定要這樣做嗎？
Zakov fire station documents,Quest item,64,扎科夫消防局檔案
Eliminate the Crimson in the Swamp,Quest objective,96,擊殺沼澤的深紅公司士兵
Current:,Displaying which ammo the player is currently holding,48,目前:
Second part of the Crystal documents,Quest objective,128,《啓示錄》第二部分
First part of the Crystal documents,Quest objective,128,《啓示錄》第一部分
"You are still alive... This is very... curious...\nIt must mean that ... um, I'm not sure yet....\nAt this point I would say we can proceed. Be patient Hunter, soon all your questions will be answered.\nSomething must have happened just before the explosion at the nuclear plant, something that set all these events in motion.\nI knew a person at the plant, he worked closely with the crystal that was there. He was a smart person and he asked a lot of moral questions about how the studies were supposed to proceed and what the consequences were.\nIf I knew him well, I'm sure he was able to escape before the explosion and take some documents with him.\nTry looking for the documents in the offices located northwest of the city.\nAlso search his house, it is located on the first floor of the large apartment block, the ones that divide the central area and the old communist urban area.",Quest dialogue,512,你還活着…難以置信！這意味着…不，還不能確定…\n耐心，獵人，只要我們不停下腳步，所有問題終歸會有答案。\n在覈電站爆炸前肯定發生了什麼事，最終引發了這一切。\n我認識一個專程來核電廠近距離研究水晶的人，一個頭腦清醒的傢伙，關心道德層面的問題，比如研究應該如何進行、可能帶來什麼後果...\n如果我對他的瞭解足夠，我敢肯定他會在爆炸前逃走，手裏還帶着我們想要的東西。\n去城市西北搜查他的辦公室。\n還有他家，中心區和舊共產主義城區交界處那棟公寓的二樓，也不能落下。
I should get my gun out.,FTUE text,64,我得把槍拿出來。
Are you sure?,Module uninstall popup,64,確定嗎？
Turn Off,Interfactions,48,關閉
Bowel problem,Quest names,64,人有三急
Remove CCTV,Player action,64,移除監控攝像頭
Towards Nuclear Power Plant,Player action,64,前往核電廠
"...Ah, mere Human...",Dialogue,128,...區區人類…
...Thy courage shall be rewarded...,Dialogue,128,勇氣卻着實值得嘉獎…
